 ,0,900,1800,2700,3600,4500,5400,6300,7200,8100,9000,9900,10800,11700,12600,13500,14400,15300,16200,17100,18000,18900,19800,20700,21600,22500,23400,24300,25200,26100,27000,27900,28800,29700,30600,31500,32400,33300,34200,35100,36000,36900,37800,38700,39600,40500,41400,42300,43200,44100,45000,45900,46800,47700,48600,49500,50400,51300,52200,53100,54000,54900,55800,56700,57600,58500,59400,60300,61200,62100,63000,63900,64800,65700,66600,67500,68400,69300,70200,71100,72000,72900,73800,74700,75600,76500,77400,78300,79200,80100,81000,81900,82800,83700,84600,85500,86400
J-79,0.107226,0.114544,0.121764,0.129759,0.141176,0.153374,0.165269,0.110836,0.126841,0.141125,0.154321,0.166484,0.177693,0.188053,0.197529,0.206257,0.214081,0.221729,0.228718,0.240644,0.245949,0.251713,0.291011,0.298458,0.302305,0.30925,0.31587,0.322391,-0.00417188,-0.00142984,0.016676,0.0374802,0.0787855,0.0949238,0.110793,0.12734,0.148599,0.163662,0.178722,0.193187,0.208395,0.221656,0.234449,0.246812,0.25878,0.270373,0.281632,0.292592,0.302512,0.312919,0.323092,0.333067,0.341166,0.350837,0.36027,0.36952,0.378033,0.386997,0.395833,0.40457,0.413233,0.421839,0.4304,-3.51009,-3.76489,-4.53027,-0.932118,-0.840237,-0.783031,-0.709928,-0.642647,-0.584873,-0.543963,-0.496952,-0.459347,-0.428823,-0.411253,-0.388953,-0.36936,-0.352663,-0.339744,-0.326115,-0.313735,-0.302303,-0.289281,-0.279181,-0.269313,-0.259624,-0.233403,-0.222155,-0.211199,-0.200816,-0.178694,-0.167175,0.0511382,0.0247551,0.0147921
J-790,0.790494,0.799603,0.807741,0.81501,0.824436,0.830898,0.837007,0.840848,0.846955,0.852155,0.857268,0.862284,0.867241,0.872151,0.876972,0.882041,0.887563,0.893899,0.900065,0.907396,0.912922,0.92043,0.939195,0.945705,0.946249,0.952546,0.958225,0.963806,0.860066,0.871318,0.871948,0.871471,0.869918,0.876792,0.883971,0.891313,0.89751,0.905327,0.913116,0.92091,0.92812,0.936008,0.943887,0.951763,0.959619,0.967486,0.975351,0.983222,0.991394,0.999251,1.00712,1.01499,1.02372,1.03149,1.03926,1.04706,1.05516,1.06292,1.0707,1.0785,1.08631,1.09413,1.10195,1.1098,0.694104,0.500045,0.631693,0.581102,0.530997,0.4968,0.476935,0.467912,0.465249,0.469211,0.474371,0.480328,0.481976,0.48859,0.495499,0.502561,0.508268,0.515474,0.522759,0.530114,0.539999,0.547588,0.55514,0.562646,0.595004,0.603951,0.611694,0.619016,0.641236,0.649214,0.743303,0.740236,0.735028
J-791,0.797123,0.806234,0.814364,0.821619,0.831024,0.837477,0.843583,0.847296,0.853397,0.858605,0.86369,0.868689,0.87365,0.878564,0.883364,0.888437,0.893955,0.900295,0.90645,0.913803,0.919313,0.926831,0.945667,0.952191,0.95276,0.959079,0.964774,0.970379,0.866897,0.878079,0.878703,0.878245,0.876724,0.883611,0.890783,0.89812,0.904318,0.912137,0.919928,0.927702,0.934922,0.942804,0.950675,0.958532,0.966392,0.974253,0.982117,0.989975,0.998143,1.00599,1.01385,1.02171,1.03045,1.0382,1.04596,1.05375,1.06185,1.06961,1.07738,1.08518,1.09298,1.10079,1.10862,1.11646,0.699585,0.504511,0.638497,0.588026,0.537768,0.503452,0.483507,0.474406,0.471729,0.475688,0.48085,0.486811,0.488478,0.495093,0.502018,0.509091,0.514799,0.522019,0.529311,0.536676,0.546568,0.554167,0.561723,0.569238,0.601602,0.610567,0.618328,0.625663,0.647904,0.655917,0.749965,0.746951,0.741687
J-792,0.787385,0.796502,0.804657,0.81195,0.821365,0.827848,0.834002,0.837471,0.84356,0.848747,0.853839,0.858845,0.863795,0.868693,0.87351,0.878583,0.884102,0.890442,0.896582,0.903938,0.909461,0.91697,0.935861,0.942387,0.942935,0.94923,0.95491,0.960499,0.857025,0.868153,0.868777,0.868311,0.866791,0.873669,0.880853,0.888204,0.894418,0.902226,0.910035,0.917813,0.925032,0.932936,0.940807,0.948686,0.956551,0.964416,0.97229,0.980164,0.988342,0.996195,1.00406,1.01194,1.02068,1.02845,1.03623,1.04403,1.05214,1.05991,1.06769,1.0755,1.08332,1.09114,1.09898,1.10684,0.688234,0.491445,0.629815,0.579692,0.529178,0.494671,0.474583,0.465326,0.462598,0.466521,0.471675,0.477631,0.479288,0.485905,0.492832,0.499903,0.505604,0.51283,0.520117,0.527477,0.537371,0.544965,0.552515,0.560024,0.592369,0.601326,0.609096,0.616415,0.63864,0.646652,0.740445,0.737543,0.732167
J-793,0.1748,0.180204,0.185556,0.19209,0.200982,0.211481,0.221772,0.160258,0.175938,0.189928,0.202839,0.214708,0.225625,0.235671,0.244834,0.253257,0.260825,0.268156,0.274832,0.284326,0.289251,0.294274,0.323188,0.329558,0.333794,0.340134,0.346171,0.352205,0.0230297,0.0266249,0.0454652,0.0660043,0.114505,0.130397,0.146119,0.16282,0.186329,0.201606,0.216585,0.230961,0.247203,0.260406,0.27317,0.285537,0.297504,0.309128,0.320422,0.331428,0.34089,0.351355,0.361608,0.371656,0.378489,0.388245,0.397787,0.407135,0.415245,0.424312,0.433261,0.442106,0.450884,0.459609,0.468295,0.476956,-4.17159,-4.88536,-0.919938,-0.816935,-0.757133,-0.681244,-0.610567,-0.550269,-0.50663,-0.457412,-0.418047,-0.386118,-0.366741,-0.343377,-0.322929,-0.305657,-0.292079,-0.278005,-0.265279,-0.253548,-0.240722,-0.230454,-0.22043,-0.21061,-0.188048,-0.176921,-0.166017,-0.155678,-0.135377,-0.123799,0.0739411,0.0424512,0.0306705
J-794,0.937563,0.944274,0.950469,0.956166,0.960031,0.964911,0.969382,0.976145,0.981647,0.98779,0.993725,0.999463,1.00501,1.01035,1.01551,1.02048,1.02628,1.03085,1.03525,0.592146,0.720205,0.725282,0.684794,0.686456,0.770137,0.770856,0.772099,0.773946,0.671893,0.668772,0.690353,0.714893,0.882268,0.900549,0.918438,0.935649,0.998778,1.01364,1.02795,1.04172,1.07414,1.08668,1.09883,1.11062,1.12206,1.13318,1.14397,1.1545,1.15546,1.16566,1.17556,1.18522,1.17103,1.18034,1.18943,1.1983,1.19812,1.20674,1.2152,1.22357,1.23185,1.24006,1.24821,-0.114968,-0.657127,-1.19396,-0.287978,-0.163091,-0.0428936,0.0465193,0.123291,0.189783,0.298824,0.350593,0.391752,0.424979,0.51466,0.537369,0.557997,0.575886,0.608822,0.623158,0.636453,0.648745,0.631619,0.64267,0.653338,0.663729,0.366842,0.378091,0.388825,0.398919,0.213067,0.225123,0.554902,0.52341,0.449029
J-795,0.955332,0.962088,0.968326,0.974084,0.978058,0.982983,0.987524,0.99436,0.999974,1.00619,1.01221,1.01803,1.02367,1.02911,1.03435,1.03941,1.04528,1.04994,1.05444,0.6066,0.745799,0.750909,0.711793,0.713446,0.795726,0.796295,0.797443,0.799165,0.691014,0.687556,0.70914,0.733796,0.901601,0.919956,0.937906,0.955169,1.01833,1.0332,1.04753,1.06131,1.0937,1.10624,1.11839,1.13016,1.14158,1.15268,1.16346,1.17396,1.17492,1.18509,1.19497,1.20461,1.19045,1.19974,1.20879,1.21766,1.21746,1.22605,1.23448,1.24282,1.25106,1.25925,1.26737,-0.0417048,-0.62834,-1.12919,-0.260074,-0.137043,-0.0176257,0.0708136,0.146705,0.212871,0.321627,0.372673,0.413277,0.446074,0.53591,0.558347,0.57873,0.596471,0.629423,0.643643,0.656866,0.669098,0.651797,0.662784,0.673412,0.683766,0.385562,0.396725,0.407386,0.417455,0.233525,0.245541,0.576632,0.545447,0.471362
J-796,0.957135,0.963966,0.970272,0.976093,0.980088,0.985082,0.98967,0.996585,1.00222,1.00849,1.01456,1.02043,1.0261,1.03158,1.03686,1.04195,1.04788,1.05257,1.05709,0.615339,0.74717,0.752411,0.715027,0.716786,0.800021,0.800781,0.802073,0.803958,0.698955,0.695602,0.717167,0.741724,0.908945,0.927212,0.945088,0.962279,1.02527,1.04009,1.05436,1.06809,1.10041,1.1129,1.12502,1.13676,1.14816,1.15923,1.16998,1.18046,1.18141,1.19156,1.20142,1.21104,1.19689,1.20617,1.2152,1.22406,1.22386,1.23244,1.24087,1.2492,1.25743,1.26561,1.27372,-0.0716581,-0.626968,-1.15231,-0.258173,-0.133884,-0.0140145,0.075075,0.151562,0.217954,0.326749,0.378292,0.419283,0.452386,0.541892,0.564529,0.585072,0.602924,0.635805,0.650126,0.663401,0.675688,0.658618,0.669671,0.680351,0.690747,0.394315,0.405616,0.416398,0.426548,0.241605,0.253743,0.583355,0.551912,0.477679
J-797,0.208125,0.212922,0.217702,0.223626,0.231403,0.241119,0.250651,0.191332,0.206686,0.220501,0.233227,0.244901,0.255625,0.265465,0.274414,0.282614,0.290142,0.297251,0.303701,0.309825,0.314709,0.319229,0.338949,0.345058,0.349866,0.356039,0.361955,0.367881,0.035047,0.038724,0.0577974,0.0785675,0.130251,0.146312,0.162179,0.178952,0.203546,0.21885,0.233819,0.248172,0.264872,0.278067,0.290827,0.303177,0.315143,0.326762,0.338052,0.349051,0.358279,0.368751,0.378991,0.389041,0.395279,0.405031,0.414556,0.423899,0.431788,0.440841,0.449779,0.458614,0.467383,0.476093,0.484779,0.493426,-4.01345,-4.73386,-0.90504,-0.801861,-0.740756,-0.664147,-0.593029,-0.532361,-0.487073,-0.437666,-0.398152,-0.366132,-0.34496,-0.321554,-0.301052,-0.283732,-0.269641,-0.25553,-0.242785,-0.231033,-0.218961,-0.208691,-0.198662,-0.188834,-0.171248,-0.160321,-0.149574,-0.139366,-0.120887,-0.109407,0.0818209,0.0506483,0.036857
J-798,0.206568,0.211393,0.216195,0.222152,0.229994,0.239753,0.249336,0.190162,0.205517,0.219322,0.232044,0.243728,0.25444,0.264283,0.273236,0.281442,0.288969,0.296083,0.302539,0.308855,0.313735,0.318279,0.337821,0.34395,0.348769,0.35498,0.360924,0.366878,0.0343634,0.0380364,0.0570979,0.0778546,0.129407,0.145446,0.161312,0.178084,0.202632,0.217937,0.232913,0.247269,0.263951,0.277148,0.289905,0.302257,0.31423,0.325846,0.337145,0.348151,0.357389,0.367857,0.378105,0.388156,0.394427,0.404185,0.413707,0.42306,0.430956,0.440018,0.448963,0.457798,0.466565,0.475288,0.483972,0.492632,-4.05459,-4.76985,-0.905086,-0.801558,-0.740604,-0.664091,-0.592998,-0.532353,-0.487154,-0.437751,-0.398227,-0.366203,-0.345131,-0.321704,-0.301202,-0.283884,-0.269804,-0.255705,-0.242952,-0.2312,-0.219084,-0.20881,-0.19878,-0.188951,-0.171132,-0.160184,-0.149418,-0.139194,-0.12065,-0.109167,0.0819505,0.0505535,0.0369139
J-799,0.322553,0.343691,0.362084,0.378346,0.391091,0.403403,0.414474,0.348574,0.348128,0.346376,0.344393,0.342323,0.340266,0.338281,0.336543,0.335273,0.333321,0.334404,0.335683,0.334372,0.329415,0.326879,0.244143,0.249387,0.264883,0.258966,0.277617,0.30718,0.142991,0.135937,0.13886,0.154938,0.190944,0.211337,0.234739,0.258701,0.279366,0.3002,0.318565,0.335114,0.350306,0.365256,0.379179,0.392251,0.40464,0.416461,0.427787,0.438713,0.449236,0.45928,0.469128,0.47879,0.489258,0.497348,0.505481,0.513634,0.522109,0.529878,0.537734,0.545676,0.553682,0.56174,0.56986,-1.00116,-1.2835,-1.78249,-0.571415,-0.543263,-0.534059,-0.505119,-0.472754,-0.4445,-0.407999,-0.38353,-0.362748,-0.344737,-0.31959,-0.306664,-0.294278,-0.282716,-0.269156,-0.259181,-0.249445,-0.239907,-0.234837,-0.224361,-0.214184,-0.204229,-0.233803,-0.214564,-0.204048,-0.199688,-0.204666,-0.166673,0.0519127,0.071757,0.037257
J-8,0.533971,0.54244,0.550533,0.558282,0.566364,0.573478,0.580305,0.588495,0.596565,0.60419,0.611654,0.618972,0.626093,0.633077,0.639884,0.646541,0.652754,0.659092,0.665281,0.419688,0.617069,0.621022,0.565556,0.566125,0.639461,0.638677,0.638731,0.639284,0.480899,0.455015,0.477537,0.504275,0.650981,0.670745,0.689983,0.708418,0.766469,0.782248,0.797385,0.811884,0.842635,0.855768,0.868462,0.88074,0.892616,0.904118,0.915294,0.926154,0.928504,0.938984,0.949155,0.95906,0.948117,0.957611,0.96686,0.975907,0.977056,0.985808,0.994411,1.0029,1.0113,1.01962,1.02789,-0.113732,-0.796538,-1.19076,-0.436962,-0.322543,-0.21282,-0.129801,-0.0579871,0.00481123,0.104163,0.151842,0.189804,0.22053,0.30217,0.323371,0.342643,0.359661,0.39022,0.403858,0.416651,0.428493,0.413936,0.424508,0.434755,0.444744,0.19139,0.201715,0.211664,0.221174,0.0769747,0.0879643,0.406716,0.379272,0.309982
J-80,0.125782,0.132046,0.138267,0.145462,0.155842,0.167341,0.178586,0.110885,0.12716,0.141443,0.154661,0.166863,0.178114,0.188511,0.198035,0.206822,0.214337,0.222045,0.229101,0.244268,0.249032,0.25488,0.298859,0.305649,0.308612,0.315194,0.321504,0.327756,0.00323098,0.0067124,0.0252047,0.0454108,0.0889025,0.104574,0.120093,0.136511,0.158426,0.17344,0.188362,0.202727,0.218229,0.231402,0.244126,0.256445,0.268381,0.27996,0.291211,0.302167,0.311903,0.322329,0.332526,0.342533,0.350176,0.359897,0.369391,0.378699,0.387083,0.396109,0.405009,0.4138,0.422525,0.431187,0.439806,0.448411,-3.78483,-4.56199,-0.948205,-0.850597,-0.791839,-0.716312,-0.646605,-0.586985,-0.546188,-0.497689,-0.458914,-0.427483,-0.411507,-0.388462,-0.368273,-0.35117,-0.338632,-0.324699,-0.312076,-0.30044,-0.286207,-0.276034,-0.266087,-0.256325,-0.224187,-0.213052,-0.202159,-0.191829,-0.167745,-0.156235,0.0588789,0.030357,0.0200949
J-800,6.67596,6.70775,6.73915,6.77015,6.36527,6.39615,6.42664,6.45682,6.25979,6.28968,6.31924,6.3485,6.37744,6.40608,6.4344,6.46243,6.76491,6.79194,6.81867,7.4188,8.24922,8.27396,8.5707,8.58787,9.49866,9.51051,9.52275,9.53441,11.1013,10.9989,11.0065,11.0293,12.4008,12.4138,12.4269,12.4394,12.8946,12.9035,12.9121,12.9202,13.1095,13.1161,13.1224,13.1284,13.1342,13.1398,13.1451,13.1502,13.0665,13.0717,13.0766,13.0813,12.8587,12.8639,12.8687,12.8733,12.7924,12.7969,12.8013,12.8054,12.8094,12.8133,12.1173,12.0031,11.3182,11.355,11.9075,12.0002,12.4622,12.5302,12.5901,12.6427,13.32,13.359,13.3909,13.4176,14.189,14.2065,14.223,14.2382,14.4553,14.4676,14.4796,14.491,14.1718,14.1834,14.1947,14.2057,10.8287,10.8481,10.8665,10.884,8.81963,8.84208,9.03467,9.01257,8.20782
J-801,6.74564,6.77861,6.81117,6.84332,6.43807,6.47012,6.50175,6.53308,6.3363,6.36734,6.39804,6.42841,6.45848,6.48821,6.51763,6.54675,6.85129,6.87936,6.90713,7.55176,8.37778,8.40398,8.72346,8.74182,9.65301,9.66593,9.67912,9.69173,11.2547,11.1576,11.1674,11.1895,12.5543,12.5665,12.5788,12.5907,13.043,13.0513,13.0593,13.0669,13.2547,13.2608,13.2667,13.2723,13.2777,13.2828,13.2878,13.2925,13.209,13.2138,13.2184,13.2228,13.001,13.0059,13.0104,13.0148,12.9341,12.9384,12.9424,12.9464,12.9501,12.9538,12.2351,12.1398,11.4234,11.4538,12.0273,12.1229,12.5844,12.6544,12.7159,12.7699,13.4441,13.4841,13.5169,13.5443,14.3106,14.3284,14.3453,14.3608,14.5765,14.589,14.6012,14.6128,14.2965,14.3083,14.3199,14.3312,10.974,10.9942,11.0134,11.0315,8.97293,8.99632,9.19432,9.1711,8.36618
J-802,0.464181,0.471257,0.477942,0.484235,0.48948,0.495102,0.500426,0.505633,0.51155,0.517677,0.523572,0.52926,0.534733,0.540013,0.545085,0.549976,0.555259,0.559818,0.564196,0.440022,0.489765,0.493234,0.427944,0.428237,0.495823,0.495806,0.49625,0.497374,0.336415,0.333787,0.356002,0.381045,0.506915,0.525739,0.544155,0.561848,0.611924,0.627283,0.642055,0.656267,0.683615,0.696597,0.709184,0.72138,0.733213,0.744721,0.755897,0.766789,0.77079,0.781322,0.791561,0.801545,0.794561,0.804149,0.813492,0.822653,0.825324,0.834203,0.84293,0.851568,0.860113,0.868605,0.877048,-0.571132,-1.02681,-1.64622,-0.684568,-0.556991,-0.447371,-0.356711,-0.278687,-0.211872,-0.121306,-0.0686,-0.0267677,0.00694868,0.0741285,0.0972203,0.118135,0.136149,0.162994,0.177446,0.190747,0.203056,0.195894,0.206836,0.217416,0.227704,0.0354287,0.0462219,0.0565245,0.0661551,-0.0566619,-0.045369,0.285873,0.255292,0.193143
J-803,0.722855,0.721512,0.720009,0.718458,0.718777,0.717324,0.715964,0.723859,0.730996,0.736744,0.741985,0.746745,0.751065,0.754983,0.75853,0.761727,0.763727,0.766395,0.768803,0.70837,0.706892,0.702435,0.421801,0.42183,0.476857,0.476859,0.47715,0.478252,0.288452,0.286013,0.308383,0.333529,0.456498,0.47542,0.493905,0.51168,0.560777,0.576228,0.591117,0.605433,0.632385,0.645481,0.658162,0.67047,0.682407,0.694002,0.705281,0.716267,0.720637,0.731241,0.741553,0.751616,0.745383,0.755022,0.764439,0.773657,0.776661,0.785597,0.794397,0.803096,0.811722,0.820285,0.828803,-0.698189,-1.07072,-1.76794,-0.734724,-0.605665,-0.496242,-0.404733,-0.325783,-0.258613,-0.169056,-0.115753,-0.0734734,-0.0394346,0.0262742,0.0496008,0.0707023,0.0888123,0.115267,0.129799,0.143152,0.155466,0.149067,0.159978,0.170526,0.180779,0.00185144,0.0123625,0.0225083,0.0319841,-0.0729822,-0.061935,0.245058,0.214187,0.155438
J-804,0.738317,0.73698,0.735566,0.734107,0.734522,0.733172,0.731914,0.740032,0.747326,0.753228,0.758629,0.76355,0.768032,0.772121,0.775822,0.779184,0.781339,0.784153,0.786729,0.729964,0.728767,0.724611,0.448272,0.448418,0.5044,0.504093,0.504294,0.505225,0.308777,0.305469,0.327754,0.353085,0.47628,0.495297,0.513867,0.531724,0.580795,0.596261,0.611146,0.625454,0.65234,0.665407,0.678043,0.690306,0.702189,0.713727,0.724953,0.73587,0.740211,0.750746,0.760996,0.770993,0.764814,0.774394,0.783751,0.792894,0.795875,0.804728,0.813455,0.822083,0.83061,0.839088,0.847516,-0.521148,-1.03458,-1.61962,-0.696576,-0.572653,-0.465404,-0.376353,-0.299888,-0.2335,-0.144796,-0.0933393,-0.0524807,-0.0195298,0.0464024,0.0690376,0.0895189,0.107285,0.133727,0.147972,0.16116,0.173336,0.166538,0.177329,0.187759,0.197935,0.0168029,0.0271068,0.0370784,0.0465199,-0.0599308,-0.0490345,0.265124,0.233313,0.171275
J-805,0.514247,0.514482,0.514973,0.516167,0.514685,0.517585,0.520683,0.440595,0.454998,0.468906,0.481517,0.49289,0.503068,0.512158,0.520189,0.527297,0.535229,0.54091,0.545851,0.526355,0.531715,0.532454,0.499408,0.50344,0.512542,0.517218,0.521878,0.52683,0.184851,0.18771,0.20857,0.231401,0.306752,0.324156,0.341253,0.358375,0.391026,0.406107,0.420645,0.434661,0.454639,0.467507,0.479988,0.492089,0.503839,0.515253,0.526359,0.537191,0.544559,0.554866,0.564948,0.574825,0.576475,0.586102,0.59548,0.604681,0.610739,0.619669,0.628457,0.637143,0.64575,0.654292,0.662801,0.671269,-2.3801,-3.16722,-0.805717,-0.694926,-0.618727,-0.531794,-0.453621,-0.387056,-0.324885,-0.272311,-0.230463,-0.196686,-0.158769,-0.13454,-0.113209,-0.0951813,-0.0763107,-0.0617403,-0.0485355,-0.0363949,-0.0308422,-0.0202799,-0.00999152,7.81E-05,-0.0156772,-0.00659049,0.00264751,0.012012,0.0231043,0.0339906,0.207744,0.172162,0.141249
J-806,0.529055,0.529179,0.52956,0.530658,0.529087,0.5319,0.534907,0.4549,0.46937,0.483346,0.496023,0.507439,0.517678,0.526804,0.534881,0.54203,0.55,0.555709,0.560677,0.54127,0.546678,0.547474,0.515521,0.519646,0.528815,0.533545,0.538275,0.543277,0.200728,0.203518,0.224329,0.24713,0.322427,0.339783,0.356829,0.3739,0.406505,0.421537,0.436032,0.450005,0.469937,0.482762,0.495199,0.507257,0.518965,0.530343,0.541414,0.552204,0.559541,0.569812,0.579859,0.589696,0.591319,0.600913,0.610274,0.619438,0.625477,0.634377,0.643137,0.651794,0.660368,0.66889,0.677359,0.685808,-2.34735,-3.13816,-0.790411,-0.679726,-0.603405,-0.516439,-0.438262,-0.371699,-0.309519,-0.256965,-0.215121,-0.181345,-0.143432,-0.11921,-0.0978891,-0.0798539,-0.0609888,-0.0464059,-0.0331949,-0.0210493,-0.0154801,-0.00489966,0.00540274,0.0154883,-0.000229173,0.00890617,0.0181967,0.0276234,0.0388266,0.0497829,0.222932,0.187462,0.156509
J-807,0.36991,0.370637,0.371541,0.372642,0.374625,0.376089,0.377751,0.352707,0.361627,0.36968,0.377079,0.383899,0.390186,0.395993,0.401337,0.40628,0.410515,0.414994,0.419149,0.451136,0.451575,0.451128,0.307772,0.308386,0.341765,0.342185,0.343173,0.344897,0.129674,0.127398,0.149705,0.174791,0.257578,0.276529,0.295019,0.312784,0.348483,0.36394,0.37884,0.393167,0.414613,0.42773,0.440424,0.452741,0.464694,0.476293,0.487595,0.498591,0.505669,0.516306,0.526652,0.536753,0.537643,0.54728,0.556684,0.565898,0.571573,0.580495,0.589286,0.597978,0.606593,0.61514,0.623653,-0.752999,-1.16112,-1.85186,-0.962092,-0.833272,-0.732872,-0.641852,-0.56377,-0.496543,-0.423365,-0.370742,-0.328988,-0.295363,-0.249581,-0.2266,-0.205758,-0.18776,-0.166795,-0.152359,-0.139051,-0.126762,-0.124227,-0.113353,-0.102835,-0.092611,-0.183175,-0.172625,-0.162548,-0.153186,-0.207371,-0.196225,0.147195,0.115454,0.0823415
J-808,0.378334,0.37884,0.379542,0.380444,0.382223,0.383508,0.384986,0.359482,0.368392,0.376425,0.383801,0.390595,0.396842,0.402606,0.407905,0.412802,0.41699,0.421416,0.425517,0.45617,0.456529,0.455945,0.30764,0.308259,0.341623,0.342068,0.343085,0.344831,0.131033,0.1288,0.151131,0.176204,0.259621,0.278564,0.297065,0.314813,0.350735,0.366194,0.381079,0.395411,0.416947,0.430059,0.442757,0.455076,0.467026,0.478644,0.489929,0.500938,0.507979,0.518615,0.52897,0.539067,0.539848,0.5495,0.558905,0.56812,0.573757,0.582665,0.591476,0.600164,0.608774,0.617339,0.625847,-0.757192,-1.15666,-1.85346,-0.959762,-0.830754,-0.730086,-0.638998,-0.560858,-0.493638,-0.420122,-0.367434,-0.325634,-0.291975,-0.24582,-0.222818,-0.201948,-0.183931,-0.162872,-0.148441,-0.135113,-0.122821,-0.120449,-0.109574,-0.0990452,-0.088813,-0.181051,-0.170495,-0.160425,-0.151053,-0.206153,-0.194983,0.147123,0.115684,0.0826513
J-809,0.534104,0.542635,0.550773,0.558537,0.566533,0.573645,0.580457,0.588638,0.596621,0.604201,0.611607,0.618843,0.625895,0.632777,0.639493,0.646035,0.6522,0.658427,0.664497,0.436804,0.60112,0.605283,0.550251,0.551108,0.625439,0.625419,0.626046,0.627248,0.482736,0.479547,0.501362,0.526244,0.673623,0.692374,0.710686,0.728295,0.786758,0.801988,0.816667,0.830766,0.861428,0.874283,0.886744,0.898809,0.910526,0.921908,0.932961,0.943729,0.945933,0.956347,0.966464,0.976335,0.964966,0.974454,0.983714,0.992762,0.993734,1.00249,1.01112,1.01964,1.02807,1.03645,1.04477,-0.254931,-0.859229,-1.34738,-0.486527,-0.36427,-0.250211,-0.162245,-0.0867583,-0.0209053,0.0799473,0.130737,0.171095,0.20368,0.284575,0.306916,0.327187,0.344839,0.375345,0.389485,0.40262,0.414758,0.401182,0.412015,0.422502,0.432712,0.179454,0.190226,0.200539,0.210292,0.0651843,0.0766154,0.409123,0.378292,0.309273
J-81,0.369831,0.388772,0.405248,0.419833,0.429197,0.440122,0.449972,0.393257,0.393829,0.393455,0.39271,0.391761,0.39072,0.38968,0.388653,0.38791,0.386733,0.388329,0.390084,0.390118,0.38729,0.385741,0.313049,0.311681,0.330016,0.333852,0.366476,0.394864,0.210761,0.203822,0.206837,0.225309,0.264736,0.288259,0.314063,0.336038,0.357252,0.376195,0.393198,0.40872,0.424012,0.438154,0.451428,0.463977,0.475927,0.487378,0.498408,0.50908,0.518992,0.528967,0.538734,0.54829,0.55761,0.565794,0.574006,0.582233,0.590364,0.598255,0.606215,0.614231,0.622315,0.630445,0.638636,0.646865,-1.49888,-2.03685,-0.510254,-0.474217,-0.467216,-0.437263,-0.402176,-0.374579,-0.335218,-0.309161,-0.28704,-0.267918,-0.240196,-0.226627,-0.213624,-0.201603,-0.1872,-0.176831,-0.166775,-0.156963,-0.152505,-0.141812,-0.131426,-0.121265,-0.157848,-0.137956,-0.12537,-0.118296,-0.104884,-0.071738,0.121462,0.145215,0.104709
J-810,0.76407,0.773272,0.781512,0.788913,0.798613,0.805233,0.811532,0.814546,0.820762,0.825976,0.831085,0.836129,0.841103,0.846022,0.850851,0.855989,0.861434,0.867805,0.87397,0.881371,0.886669,0.894191,0.912823,0.919288,0.91936,0.925634,0.931268,0.936801,0.833219,0.843975,0.844605,0.844199,0.842098,0.849057,0.85631,0.863719,0.869762,0.87765,0.885512,0.893365,0.900555,0.908523,0.916479,0.924417,0.932354,0.940296,0.948242,0.956188,0.964492,0.972431,0.980373,0.988344,0.99727,1.00512,1.01298,1.02086,1.0291,1.03696,1.04483,1.05272,1.06062,1.06854,1.07648,1.08442,0.655135,0.449131,0.606796,0.558177,0.505995,0.470452,0.449611,0.439704,0.43638,0.44022,0.445341,0.451315,0.452562,0.459219,0.46621,0.473323,0.478947,0.486224,0.493552,0.500959,0.511096,0.518744,0.52634,0.53389,0.568221,0.577247,0.585085,0.592434,0.615781,0.623858,0.716927,0.71449,0.708998
J-811,0.366617,0.385668,0.402239,0.416904,0.426638,0.437647,0.447568,0.389685,0.390383,0.390027,0.389288,0.388344,0.387318,0.386272,0.38524,0.384533,0.38336,0.384994,0.386788,0.386763,0.383772,0.38222,0.309258,0.309224,0.327084,0.330567,0.361931,0.390811,0.206755,0.200011,0.203165,0.221062,0.259936,0.282496,0.307942,0.330074,0.35112,0.370144,0.387207,0.402772,0.417989,0.432162,0.445453,0.45802,0.469983,0.481438,0.492469,0.50314,0.513087,0.523056,0.532816,0.542374,0.551813,0.559991,0.568189,0.5764,0.584567,0.592442,0.600384,0.608386,0.616453,0.624565,0.632742,0.640949,-1.4413,-1.98963,-0.514059,-0.479524,-0.471809,-0.441869,-0.407329,-0.379645,-0.340743,-0.314819,-0.29282,-0.2738,-0.246511,-0.232988,-0.220037,-0.208059,-0.193778,-0.183441,-0.173404,-0.16361,-0.158998,-0.148344,-0.137987,-0.12786,-0.162879,-0.143242,-0.130773,-0.123779,-0.110849,-0.0774222,0.118752,0.141854,0.10231
